category,color,word,meaning
Radio: Living in Different Cities,,J'habite à Paris. J'étudie à Bordeaux.,I live in Paris. I study in Bordeaux.
Radio: Living in Different Cities,,"Ah, tu es étudiante.","Ah, you're a student."
Radio: Living in Different Cities,,Oui. Et toi? Tu travaille.,Yes. And you? Do you work.
Radio: Living in Different Cities,,Oui. Je travaille à Paris et à New York.,Yes. I work in Paris and in New York.
Speak: Discuss Studies,,"Tu étudie l'anglais, non?","You study English, right?"
Speak: Discuss Studies,,"Oui, j'étudie l'anglais.","Yes, I am studying English."
Speak: Discuss Studies,,"Tu étudie l'espagnol, non?","You study Spanish, right?"
Speak: Discuss Studies,,"Oui, j'étudie l'espagnol.","Yes, I study Spanish."
Video Call: Lily,,"Moi, je suis étudiante.",I am a student.
Video Call: Lily,,Tu es étudiant ou étudiante?,Are you a student?
Video Call: Lily,,Tu aimes la musique?,Do you like music?
Video Call: Lily,,"Je suis étudiente, j'aime la musique.","I am a student, I love music."
Video Call: Lily,,Très bien! J'aime la musique aussi.,Very good! I like the music too.
Video Call: Lily,,Tu aimes la pizza?,Do you like pizza?
Video Call: Lily,,J'aime la pizza.,I like pizza.
Video Call: Lily,,"Moi aussi, j'aime la pizza.",I like pizza too.
Video Call: Lily,,Tu habites où?,where do you live?
Video Call: Lily,,J'habite aux États-Unis.,I live in the United States.
Video Call: Lily,,"D'accord, tu habites aux États-Unis.","Okay, you live in the United States."
Story: The Journalist,,Le journaliste.,The journalist.
Story: The Journalist,,Pardon.,Sorry. / Excuse me. / Pardon?
Story: The Journalist,,Bonjour! Je m'appelle Eddy.,Hello! My name is Eddy.
Story: The Journalist,,Euh... Je m'appelle Oliver...,Uh... My name is Oliver...
Story: The Journalist,,Tu étudies à l'université?,Are you studying at university?
Story: The Journalist,,"Non, je suis journaliste.","No, I am a journalist."
Story: The Journalist,,J'habite en Angleterre et...,I live in England and...
Story: The Journalist,,"Moi, j'habite ici.",I live here.
Story: The Journalist,,Je travaille en France et...,I work in France and...
Story: The Journalist,,Super!,Great!
Story: The Journalist,,Euh... je prends le train maintenant...,Uh... I'm taking the train now...
Story: The Journalist,,Au revior!,Goodbye.
Story: The Journalist,,Ah... Bonne journée!,Ah... Have a nice day!
Radio: Names and Smells - Falstaff’s Guide to Humans,,Bonjour. Comment tu t'appelles?,Hello. What's your name?
Radio: Names and Smells - Falstaff’s Guide to Humans,,Salut. J m’appelle Lisa. Et toi?,Hello. My name is Lisa. And you?
Radio: Names and Smells - Falstaff’s Guide to Humans,,Je m'appelle Léo. Tu es étudiante?,My name is Léo. Are you a student?
Radio: Names and Smells - Falstaff’s Guide to Humans,,"Oui j'étudie à une université américaine. Et toi, tu travailles?","Yes, I study at an American university. And you, do you work?"
Radio: Names and Smells - Falstaff’s Guide to Humans,,"Oui, je travaille ici en France.","Yes, I work here in France."
Radio: Names and Smells - Falstaff’s Guide to Humans,,"Ah, tu habites en France?","Ah, you live in France?"
Radio: Names and Smells - Falstaff’s Guide to Humans,,"Non, j'habite en Angleterre.","No, I live in England."
Speak: Ask About Studies,,"Tu étudies le français, non?","You study French, right?"
Speak: Ask About Studies,,"Oui, j'étudie le français.","Yes, I study French."
Speak: Ask About Studies,,"Tu étudies l'italien, non?","You're studying Italian, right?"
Speak: Ask About Studies,,"Oui, j'étudie l'italien.","Yes, I am studying Italian."
Video Call: Lily,,Tu es étudiante? Tu aimes étudier?,Are you a student? Do you like to study?
Video Call: Lily,,"Je suis étudiante, j'aime étudier.","I am a student, I like to study."
Video Call: Lily,,Cool! Tu aimes la musique?,Cool! Do you like music?
Video Call: Lily,,J'aime la musique.,I like music.
Video Call: Lily,,Super! Tu aimes la pizza?,Great! Do you like pizza?
Video Call: Lily,,J'aime la pizza.,I like pizza.
Video Call: Lily,,Très bien! La pizza est très bonne.,Very good! The pizza is very good.
Radio: Students Abroad,,Salut Léo! tu habites ici? ,Hello Leo! Do you live here?
Radio: Students Abroad,,"Oui, j'habite en France. Et toi? ","Yes, I live in France. And you?"
Radio: Students Abroad,,J'habite en Espagne. Tu travailles ici?,I live in Spain. Do you work here?
Radio: Students Abroad,,"Non, je suis étudient. Et toi? Tu travailles?","No, I am a student. And you? Do you work?"
Radio: Students Abroad,,"Non, je suis étudiente aussi. Ah, tu étudies avec un professeur? ","No, I'm a student too. Ah, are you studying with a professor?"
Radio: Students Abroad,,"Oui, et j'étudie beaucoup.","Yes, and I study a lot."
Adventure: Eddy at the Library,,Un magazine.,A magazine.
Adventure: Eddy at the Library,,Tu veux de l'aide?,Do you want help?
Adventure: Eddy at the Library,,Je veux un magazine.,I want a magazine.
Adventure: Eddy at the Library,,Un magazine? En anglais ou en français?,A magazine? In English or in French?
Adventure: Eddy at the Library,,Je ne sais pas.,I don't know.
Adventure: Eddy at the Library,,Tu étudies le français?,Do you study French?
Adventure: Eddy at the Library,,Je étudie le français.,I study French.
Adventure: Eddy at the Library,,"D'accord, un magazine. À bientôt.","Okay, a magazine. See you soon."
Adventure: Eddy at the Library,,"Le magazine, merci!","The magazine, thank you!"
New Words - Adventure,,livres,books or pounds
Roleplay: Meet your French teacher,,"Salut, tu es étudiante ici?","Hi, are you a student here?"
Roleplay: Meet your French teacher,,Je suis étudiante ici.,I am a student here.
Roleplay: Meet your French teacher,,D'accord. Tu habites où?,Okay. Where do you live?
Roleplay: Meet your French teacher,,J'habite aux États-Unis.,I live in the United States.
Roleplay: Meet your French teacher,,"Ah, c'est intéressant. Tu amies l'école?","Ah, that's interesting. Do you like school?"
Roleplay: Meet your French teacher,,"Oui, j'aime l'école.","Yes, I like school."
Roleplay: Meet your French teacher,,"Très bien. Maintenant, tu travailles avec moi.",Very good. Now you work with me.
Adventure: Nice to Meet You,,Bonjour! Comment ça va?,"Hello, how are you?"
Adventure: Nice to Meet You,,Ça va bien. Je m'appelle Zari.,I'm doing well. My name is Zari.
Adventure: Nice to Meet You,,Tu es étudiente ici?,Are you a student here?
Adventure: Nice to Meet You,,"Oui, Je suis étudiente ici.","Yes, I am a student here."
Adventure: Nice to Meet You,,Je m'appelle Eddy. Je suis professeur de sport! Bienvenue Zari!,My name is Eddy. I am a sports teacher! Welcome Zari!
Adventure: Nice to Meet You,,Salut.,Hi!
Adventure: Nice to Meet You,,Salut! Comment tu t'appelles?,Hi! What's your name?
Adventure: Nice to Meet You,,Je m'appelle Lily. Et toi?,My name is Lily. And you?
Adventure: Nice to Meet You,,Je m'appelle Zari. Enchantée!,My name is Zari. Nice to meet you!
Adventure: Nice to Meet You,,Enchantée. Oscar est professeur. Il travaille avec Eddy.,Delighted to meet you. Oscar is a teacher. He works with Eddy.
Adventure: Nice to Meet You,,J'etudie ici. Je m'appelle Zari.,I study here. My name is Zari.
Adventure: Nice to Meet You,,Je m'appelle Oscar. Je suis le professeur d'art...,My name is Oscar. I am the art teacher...
Adventure: Nice to Meet You,,Oh! Mon café! Où est mon café?,Oh! My coffee! Where is my coffee?
Adventure: Nice to Meet You,,Merci! Bienvenue en cours Zari!,Thank you! Welcome to class Zari!
Adventure: Nice to Meet You,,livre,book or pound
Adventure: Nice to Meet You,,ordinateur,computer
Adventure: Nice to Meet You,,tableau,"painting, board, chart"
Adventure: Nice to Meet You,,Un moment,A moment
Radio: Train Station Talk - Lucy is Listening,,Salut. Je suis Lisa.,Hello. I'm Lisa.
Radio: Train Station Talk - Lucy is Listening,,Salut. Je m'appelle Louis.,Hi. My name is Louis.
Radio: Train Station Talk - Lucy is Listening,,Tu habites ici?,Do you live here?
Radio: Train Station Talk - Lucy is Listening,,"Oui j'habite à Bordeaux, et toi?","Yes, I live in Bordeaux, and you?"
Radio: Train Station Talk - Lucy is Listening,,J'habite à Paris.,I live in Paris.
Radio: Train Station Talk - Lucy is Listening,,Tu travailles à Paris?,Do you work in Paris?
Radio: Train Station Talk - Lucy is Listening,,"Oui, je travaille à Paris et à New York.","Yes, I work in Paris and in New York."
