category,color,word,meaning
New Words - Story,,bientôt,"soon, shortly, presently"
Radio: Two Weeks in Paris,,"Bonjour, Lisa. Comment vas-tu?","Hello, Lisa. How are you?"
Radio: Two Weeks in Paris,,"Bonjour, Léo. Je vais bien, et toi?","Hello, Léo. I am well, and you?"
Radio: Two Weeks in Paris,,"Bien, aussi. Travailles-tu en France maintenant?","Good, too. Do you work in France now?"
Radio: Two Weeks in Paris,,"Oui, j'habite à Paris, et toi?","Yes, I live in Paris, and you?"
Radio: Two Weeks in Paris,,"Non, je suis ici pour un voyage intéressant à deux semaines à Paris.","No, I am here for an interesting two-week trip to Paris."
Radio: Two Weeks in Paris,,"Oui, et j'aime beaucoup la ville.","Yes, and I like the city very much."
Speak: Ask About Living,,Habitez-vous en France?,Do you live in France?
Speak: Ask About Living,,"Oui, j'habite en France.","Yes, I live in France."
Speak: Ask About Living,,Habitez-vous avec votre famille?,Do you live with your family?
Speak: Ask About Living,,"Oui, j'habite avec ma famille.","Yes, I live with my family."
Story: To the Station!,,À la gare!,To the station!
Story: To the Station!,,Oscar prend un taxi.,Oscar takes a taxi.
Story: To the Station!,,"Son amie, Lin, est la chauffeur du taxi.","His friend, Lin, is the taxi driver."
Story: To the Station!,,Lin! Tu es chauffeur de taxi?,Lin! Are you a taxi driver?
Story: To the Station!,,"Oui, c'est mon travail maintanant.","Yes, it's my job now."
Story: To the Station!,,Tu vas où?,Where are you going?
Story: To the Station!,,À la gare!,At the train station!
Story: To the Station!,,Où est la gare?,Where is the train station?
Story: To the Station!,,Je ne sais pas.,I don't know.
Story: To the Station!,,OK...,OK...
Story: To the Station!,,Lin conduit le taxi.,Lin drives the cab.
Story: To the Station!,,Voilà!,There it is! (or: Behold!/Here it is!/There you go!)
Story: To the Station!,,Lin... Ce n'est pas la gare. C'est l'université.,Lin... It is not the station. It is the university.
Story: To the Station!,,C'est ici!,It is here!
Story: To the Station!,,Oui?,Yes?
Story: To the Station!,,Nous sommes à l'hôpital.,We are at the hospital.
Story: To the Station!,,"OK, c'est ici!","OK, it's here!"
Story: To the Station!,,"Lin, ce n'est pas la gare!","Lin, it's not the station!"
Story: To the Station!,,"Oui, c'est mon appartement.","Yes, this is my apartment."
Story: To the Station!,,Je ne veux pas conduire le taxi.,I do not want to drive the taxi.
Story: To the Station!,,C'est un travail difficile.,It's hard work.
Story: To the Station!,,Lin ouvre la porte.,Lin opens the door.
Story: To the Station!,,"Bonne nuit, Oscar!","Good night, Oscar!"
New Words - Story,,conduit le taxi,drives the taxi
New Words - Story,,conduire,to drive
New Words - Story,,difficille,Difficult
Radio: Foreign Students,,"Bonjour, comment tu t'appelles?","Hello, what is your name?"
Radio: Foreign Students,,"Bonjour, je m'appelle Ben. Et toi? Comment tu t'appelles?","Hello, my name is Ben. And you? What's your name?"
Radio: Foreign Students,,Je m'appelle Lisa. Où habites-tu?,My name is Lisa. Where do you live?
Radio: Foreign Students,,J'habite près de l'église.,I live near the church.
Radio: Foreign Students,,Je connais cette église.,I know this church.
Radio: Foreign Students,,Pourquoi es-tu en Espagne maintenant?,Why are you in Spain now?
Radio: Foreign Students,,J'étudie l'espagnol. Et toi? Pourquoi es-tu ici?,I am studying Spanish. And you? Why are you here?
Radio: Foreign Students,,J'étudie l'espagnol. J'étudie avec mon frère.,I study Spanish. I study with my brother.
Speak: Ask About Residency,,Habites-tu en France maintenant?,Do you live in France now?
Speak: Ask About Residency,,"Oui, j'habite en France maintenant.","Yes, I live in France now."
Speak: Ask About Residency,,Habites-tu aux États-Unis maintenant?,Do you live in the United States now?
Speak: Ask About Residency,,"Oui, j'habite aux États-Unis maintenant.","Yes, I live in the United States now."
Radio: Walking in the Park,,"Bonjour, Alice. Où habite-tu?","Hello, Alice. Where do you live?"
Radio: Walking in the Park,,"Bonjour, Léo. J'habite en France. Et toi?","Hello, Léo. I live in France. And you?"
Radio: Walking in the Park,,J'habite près d'un parc en ville.,I live near a park in the city.
Radio: Walking in the Park,,"Ah, c'est bien. Vas-tu souvent au parc?","Ah, that's good. Do you often go to the park?"
Radio: Walking in the Park,,"Oui, j'aime marcher au parc. Et toi? Aimes-tu le parc?","Yes, I like to walk in the park. And you? Do you like the park?"
Radio: Walking in the Park,,"Oui, j'aime beaucoup les arbres et les fleurs.","Yes, I really like trees and flowers."
New Words - Radio,,près,near
New Words - Radio,,près de l'église,near the church
New Words - Radio,,près d'un parc,near a park
New Words - Radio,,marcher,to walk
Adventure: The Mysterious Diary,,Un journal intime!,A diary!
Adventure: The Mysterious Diary,,Du chocolat belge! J'adore le chocolat belge!,Some Belgian chocolate! I love Belgian chocolate!
Adventure: The Mysterious Diary,,Non Junior. C'est un journal intime...,"No, Junior. It's a diary..."
Adventure: The Mysterious Diary,,Un journal intime? Génial!,A diary? Great!
Adventure: The Mysterious Diary,,Waouh!,Wow!
Adventure: The Mysterious Diary,,Pouvons-nous manger ce journal intime?,Can we eat this diary?
Adventure: The Mysterious Diary,,Le manger? Non! As-tu faim Junior?,"The food? No! Are you hungry, Junior?"
Adventure: The Mysterious Diary,,Pouvons-nous lire ce journal intime?,Can we read this diary?
Adventure: The Mysterious Diary,,La personne qui a écrit ce journal n'est pas très contente.,The person who wrote this diary is not very happy.
Adventure: The Mysterious Diary,,Qui ici n'est pas content...?,Who here is not happy...?
Adventure: The Mysterious Diary,,"Désolé, je suis au téléphone.","Sorry, I'm on the phone."
Adventure: The Mysterious Diary,,Salut Junior!,Hi Junior!
Adventure: The Mysterious Diary,,Travailles-tu ici?,Do you work here?
Adventure: The Mysterious Diary,,"Euh.. Non, je ne travaille pas ici.","Uh... No, I don't work here."
Adventure: The Mysterious Diary,,"Zari, es-tu contente?","Zari, are you happy?"
Adventure: The Mysterious Diary,,"Oui, je suis très contente!","Yes, I am very happy!"
Adventure: The Mysterious Diary,,Es-tu content?,Are you happy?
Adventure: The Mysterious Diary,,"Oui, je suis content.","Yes, I am happy."
Adventure: The Mysterious Diary,,"Falstaff, c'st ton journal intime?","Falstaff, is that your private diary?"
Adventure: The Mysterious Diary,,"Non, mais il ya a une fille ici qui aime écrire.","No, but there is a girl here who likes to write."
Adventure: The Mysterious Diary,,"Junior, donne-moi ma valise.","Junior, give me my suitcase."
Adventure: The Mysterious Diary,,Eurh... Quoi?,Ugh... What?
Adventure: The Mysterious Diary,,"Lily , es-tu contente?","Lily, are you happy?"
Adventure: The Mysterious Diary,,"Maintenant? Non, je ne suis pas contente. Va-t'en.","Now? No, I am not happy. Go away."
Adventure: The Mysterious Diary,,"Lily, c'est ton journal intime?","Lily, is this your private diary?"
Adventure: The Mysterious Diary,,"Oui, merci.","Yes, thank you."
Adventure: The Mysterious Diary,,Voici ton journal intime.,Here is your diary.
Adventure: The Mysterious Diary,,Je suis si contente maintenant... Super.,I am so happy now... Great.
New Words - Adventure,,journal intime,diary
New Words - Adventure,,pouvons,We can
New Words - Adventure,,faim,hunger
New Words - Adventure,,fauteuil,armchair
New Words - Adventure,,téléphone public,pay phone
New Words - Adventure,,désolé,sorry
New Words - Adventure,,réception,"receipt, reception, acceptance"
New Words - Adventure,,canapé,Canapé (small prepared food or couch/sofa)
New Words - Adventure,,médicin,doctor
New Words - Adventure,,donne,"deal (noun, in card games) or gives (verb form of ""donner"")"
New Words - Adventure,,Va-t'en.,go away!
New Words - Adventure,,si contente,so happy or so satisfied
Wasting Time - Lily and Strangers,,"Bonjour, je m'appelle Marie, je prends souvent le train.","Hello, my name is Marie, I often take the train."
Wasting Time - Lily and Strangers,,C'est un voyage très intéressant.,It is a very interesting trip.
Wasting Time - Lily and Strangers,,J'habite dans une maison près de la gare.,I live in a house near the station.
Wasting Time - Lily and Strangers,,Parfois je vais avec mes amis.,Sometimes I go with my friends.
Wasting Time - Lily and Strangers,,Nous aimons beaucoup ces voyages ensemble.,We really enjoy these trips together.
Work Talk - Falstaff’s Guide to Humans,,Salut Leo. Où habites-tu maintenant?,Hi Leo. Where do you live now?
Work Talk - Falstaff’s Guide to Humans,,Salut Samia. J'habite aux États-Unis maintenant.,Hi Samia. I live in the United States now.
Work Talk - Falstaff’s Guide to Humans,,"Ah, intéressant. Travailles-tu aujourd'hui?","Ah, interesting. Are you working today?"
Work Talk - Falstaff’s Guide to Humans,,"Non, je ne travaille pas aujourd'hui. Et toi, travailles-tu?","No, I'm not working today. And you, are you working?"
Work Talk - Falstaff’s Guide to Humans,,"Oui, je travaille dans une boulangerie aujourd'hui.","Yes, I work in a bakery today."
Work Talk - Falstaff’s Guide to Humans,,Pourquoi aimes-tu travailler là-bas?,Why do you like working there?
Work Talk - Falstaff’s Guide to Humans,,J'aime travailler là-bas parce que les gens sont gentils.,I like working there because the people are nice.
New words - Radio,,là-bas,"Over there, down there"
New words - Radio,,parce,"Because (Note: ""parce"" is typically part of the phrase ""parce que"" meaning ""because"")"
New words - Radio,,que,"that, which, who, whom, than, only"
New words - Radio,,les gens,people
Radio: Wasting Time - Lily and Strangers,,"Bonjour, je m'appelle Marie. Je prends souvent le train.","Hello, my name is Marie. I often take the train."
Radio: Wasting Time - Lily and Strangers,,C'est un voyage très intéressant.,It is a very interesting trip.
Radio: Wasting Time - Lily and Strangers,,J'habite dans une maison près de la gare.,I live in a house near the station.
Radio: Wasting Time - Lily and Strangers,,Parfois je vais avec mes amis.,Sometimes I go with my friends.
Radio: Wasting Time - Lily and Strangers,,Nous aimons beaucoup ces voyages ensemble.,We really enjoy these trips together.
Radio: Work Talk - Falstaff’s Guide to Humans,,"Salut, Leo. Où habites-tu maintenant?","Hello, Leo. Where do you live now?"
Radio: Work Talk - Falstaff’s Guide to Humans,,"Salut, Samia. J'habite aux États-Unis maintenant.","Hi, Samia. I live in the United States now."
Radio: Work Talk - Falstaff’s Guide to Humans,,"Ah, intéressant. Travailles-tu aujourd'hui?","Ah, interesting. Are you working today?"
Radio: Work Talk - Falstaff’s Guide to Humans,,"Non, je ne travaille pas aujourd'hui. Et toi, travailles-tu?","No, I'm not working today. And you, are you working?"
Radio: Work Talk - Falstaff’s Guide to Humans,,"Oui, je travaille dans une boulangerie aujourd'hui.","Yes, I work in a bakery today."
Radio: Work Talk - Falstaff’s Guide to Humans,,Pourquoi aimes-tu travailler là-bas?,Why do you like working there?
Radio: Work Talk - Falstaff’s Guide to Humans,,J'aime travailler là-bas parce que les gens sont gentils.,I like working there because people are nice.
