category,color,word,meaning
Radio: French Restaurant Life - Lily and Strangers,,"Dans le restaurant, nous avons du vin et du fromage.","In the restaurant, we have wine and cheese."
Radio: French Restaurant Life - Lily and Strangers,,Trois personnes travaillent avec moi aussi.,Three people work with me too.
Radio: French Restaurant Life - Lily and Strangers,,Nous aimons les restaurants français.,We love French restaurants.
New Words - Adventure,,canapé,"sofa, couch, settee, or a small piece of decorative food served as an hors d'oeuvre"
New Words - Adventure,,gratuit,free
Adventure: I'm Hungry!,,Bonjour Junior! Un verre d'eau?,Hello Junior! A glass of water?
Adventure: I'm Hungry!,,"Oui, Un verre d'eau, s'il te plaît.","Yes, a glass of water, please."
Adventure: I'm Hungry!,,Tu veux un croissant ou un sandwich?,Do you want a croissant or a sandwich?
Adventure: I'm Hungry!,,"Un sandwich, s'il te plaît.","A sandwich, please."
Adventure: I'm Hungry!,,"Cinq euros, Junior.","Five euros, Junior."
Adventure: I'm Hungry!,,"Ah, J'ai cinq euros sur la sofa.","Ah, I have five euros on the sofa."
Adventure: I'm Hungry!,,"Salut, Junior!","Hi, Junior!"
Adventure: I'm Hungry!,,Mon gâteau!,My cake!
Adventure: I'm Hungry!,,Oh non!,Oh no!
Adventure: I'm Hungry!,,"Junior, je veux du gâteau...","Junior, I want cake..."
Adventure: I'm Hungry!,,"Cinq euros pour le sandwich, Junior.","Five euros for the sandwich, Junior."
Adventure: I'm Hungry!,,Merci.,Thank you.
Adventure: I'm Hungry!,,Et le gâteau?,And the cake?
Adventure: I'm Hungry!,,Je veux un gâteau pour Falstaff.,I want a cake for Falstaff.
Adventure: I'm Hungry!,,Pour Falstaff? Gratuit!,For Falstaff? Free!
Adventure: I'm Hungry!,,Un gâteau.,A cake.
Adventure: I'm Hungry!,,Un gâteau au chocolat? Merci! Bon appétit !,A chocolate cake? Thank you! Enjoy your meal!
Radio: Humans and Drink - Falstaff’s Guide to Humans,,"Bonjour, Paul. Tu prends un café?","Hello, Paul. Are you having a coffee?"
Radio: Humans and Drink - Falstaff’s Guide to Humans,,Non je voudrais un thé s'il vous plaît.,"No, I would like a tea, please."
Radio: Humans and Drink - Falstaff’s Guide to Humans,,"Ah, un thé. Tu veux un dessert?","Ah, a tea. Do you want a dessert?"
Radio: Humans and Drink - Falstaff’s Guide to Humans,,Oui j'aimerais un dessert.,"Yes, I would like a dessert."
Radio: Humans and Drink - Falstaff’s Guide to Humans,,Moi aussi. Le serveur est là-bas.,Me too. The waiter is over there.
Radio: Humans and Drink - Falstaff’s Guide to Humans,,Parfait. Je vais commander.,Perfect. I will order.
Radio: Dessert Dedication - Late Nights with Lin,,Bonjour. Je m'appelle Alice. Tous les jours je vais au restaurant.,Hello. My name is Alice. Every day I go to the restaurant.
Radio: Dessert Dedication - Late Nights with Lin,,Je prends souvent un café.,I often have a coffee.
Radio: Dessert Dedication - Late Nights with Lin,,J'aime bien une tasse de thé aussi.,I also like a cup of tea.
Radio: Dessert Dedication - Late Nights with Lin,,Je voudrais un dessert à la fin.,I would like a dessert at the end.
Radio: Dessert Dedication - Late Nights with Lin,,"Le dessert c'est pour moi, et l'addition c'est pour moi aussi.","The dessert is on me, and the bill is on me too."
